ID,Pick Number,Team PF,Team Y/P,Team 1stD,Team Cmp,Team Att,Team Yds.1,Team TD,Team Int,Team NY/A,Team Att.1,Team Yds.2,Team TD.1,Team Y/A,Team 1stD.2,Team Sc%,Team Yds.4,Team Pts,Opp. PF,Opp. Y/P,Opp. TO,Opp. 1stD,Opp. Cmp,Opp. Yds.1,Opp. TD,Opp. Int,Opp. NY/A,Opp. Att.1,Opp. Yds.2,Opp. TD.1,Opp. Y/A,Opp. 1stD.2,Opp. Sc%,Opp. Yds.4,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds.1,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank Att.1,Off. Rank Yds.2,Off. Rank TD.1,Off. Rank Y/A,Off. Rank Sc%,Off. Rank Yds.4,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank TO,Def. Rank 1stD,Def. Rank Yds.1,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank Att.1,Def. Rank Yds.2,Def. Rank TD.1,Def. Rank Y/A,Def. Rank Sc%,Def. Rank Yds.4,Def. Rank Pts
382,32,347.0,4.9,290.0,303.0,506.0,3301.0,19.0,15.0,5.9,460.0,1690.0,16.0,3.7,93.0,32.6,26.1,1.72,223.0,3.9,29.0,240.0,301.0,2511.0,12.0,20.0,4.3,390.0,1284.0,7.0,3.3,73.0,22.9,20.1,1.09,20.0,22.0,20.0,20.0,17.0,18.0,16.0,20.0,9.0,23.0,11.0,29.0,21.0,24.0,19.0,1.0,1.0,9.0,2.0,1.0,2.0,6.0,1.0,5.0,2.0,2.0,1.0,31.0,1.0,2.0
383,1,267.0,4.7,283.0,318.0,558.0,3031.0,12.0,16.0,5.1,389.0,1569.0,14.0,4.0,107.0,26.9,26.0,1.4,437.0,5.6,22.0,318.0,242.0,3019.0,28.0,14.0,6.9,544.0,2456.0,18.0,4.5,129.0,42.5,31.5,2.33,26.0,28.0,22.0,12.0,24.0,29.0,15.0,31.0,27.0,23.0,10.0,16.0,25.0,23.0,22.0,30.0,23.0,28.0,27.0,4.0,28.0,23.0,31.0,32.0,32.0,30.0,30.0,1.0,31.0,32.0
384,2,263.0,4.6,281.0,333.0,574.0,3233.0,19.0,28.0,5.2,404.0,1527.0,5.0,3.8,65.0,24.9,24.6,1.24,438.0,5.5,27.0,316.0,318.0,3613.0,25.0,18.0,6.5,445.0,1844.0,16.0,4.1,105.0,39.8,28.5,2.07,28.0,24.0,23.0,9.0,19.0,17.0,32.0,27.0,24.0,25.0,32.0,25.0,29.0,28.0,29.0,31.0,21.0,19.0,26.0,21.0,22.0,10.0,27.0,16.0,20.0,27.0,19.0,2.0,20.0,29.0
385,3,259.0,4.9,248.0,336.0,555.0,3293.0,18.0,15.0,5.5,385.0,1520.0,7.0,3.9,73.0,26.3,24.7,1.3,414.0,5.5,28.0,320.0,336.0,3655.0,27.0,16.0,6.5,481.0,2033.0,12.0,4.2,105.0,35.8,30.3,1.91,29.0,23.0,30.0,14.0,18.0,20.0,11.0,24.0,29.0,26.0,28.0,20.0,28.0,26.0,28.0,29.0,29.0,17.0,28.0,23.0,26.0,17.0,26.0,26.0,26.0,17.0,22.0,11.0,23.0,25.0
386,4,283.0,4.7,267.0,260.0,451.0,2631.0,17.0,20.0,5.3,508.0,2086.0,11.0,4.1,111.0,26.7,24.6,1.39,398.0,5.7,26.0,292.0,261.0,3132.0,17.0,18.0,6.7,486.0,2334.0,24.0,4.8,121.0,34.6,28.5,1.9,23.0,25.0,26.0,29.0,31.0,24.0,23.0,25.0,4.0,6.0,18.0,13.0,26.0,27.0,23.0,26.0,22.0,21.0,14.0,8.0,4.0,10.0,29.0,28.0,31.0,32.0,32.0,14.0,21.0,22.0
387,5,226.0,4.4,255.0,335.0,563.0,3181.0,17.0,20.0,5.1,383.0,1248.0,6.0,3.3,66.0,21.6,22.8,1.12,335.0,5.2,22.0,278.0,276.0,3022.0,17.0,14.0,6.1,481.0,2089.0,11.0,4.3,104.0,32.1,26.4,1.54,31.0,31.0,28.0,11.0,20.0,24.0,23.0,28.0,30.0,32.0,30.0,31.0,31.0,31.0,31.0,14.0,13.0,28.0,5.0,5.0,4.0,23.0,14.0,26.0,28.0,12.0,25.0,17.0,10.0,13.0
388,6,268.0,4.7,286.0,310.0,512.0,3014.0,15.0,19.0,5.3,446.0,1701.0,6.0,3.8,92.0,29.2,27.5,1.37,355.0,5.2,21.0,315.0,289.0,3154.0,18.0,15.0,6.3,517.0,2156.0,14.0,4.2,128.0,36.1,31.4,1.84,25.0,26.0,21.0,23.0,25.0,26.0,21.0,26.0,13.0,19.0,30.0,23.0,21.0,18.0,24.0,19.0,18.0,31.0,25.0,9.0,6.0,20.0,20.0,31.0,29.0,23.0,20.0,8.0,30.0,19.0
389,7,379.0,5.5,346.0,440.0,652.0,4314.0,28.0,18.0,6.5,392.0,1466.0,14.0,3.7,94.0,31.7,32.1,1.88,388.0,5.8,23.0,288.0,327.0,3924.0,32.0,13.0,7.1,408.0,1646.0,7.0,4.0,80.0,36.3,30.4,1.97,12.0,4.0,3.0,1.0,3.0,9.0,20.0,11.0,26.0,28.0,10.0,29.0,20.0,5.0,10.0,25.0,26.0,26.0,10.0,30.0,31.0,28.0,32.0,10.0,13.0,3.0,16.0,7.0,24.0,27.0
390,8,411.0,5.6,328.0,288.0,469.0,3328.0,28.0,8.0,6.7,522.0,2391.0,18.0,4.6,127.0,39.6,33.8,2.28,304.0,5.2,30.0,286.0,319.0,3416.0,20.0,20.0,5.9,390.0,1605.0,12.0,4.1,92.0,29.2,29.4,1.63,6.0,7.0,4.0,27.0,17.0,9.0,1.0,7.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,10.0,12.0,11.0,9.0,15.0,11.0,4.0,11.0,6.0,11.0,17.0,17.0,23.0,22.0,15.0
391,9,380.0,5.5,320.0,373.0,575.0,4012.0,26.0,20.0,6.8,416.0,1556.0,10.0,3.7,81.0,37.9,31.4,1.95,385.0,5.5,35.0,313.0,353.0,3687.0,29.0,19.0,6.6,449.0,1893.0,11.0,4.2,98.0,35.9,30.7,1.96,11.0,10.0,9.0,8.0,7.0,11.0,23.0,6.0,23.0,24.0,20.0,28.0,6.0,7.0,7.0,24.0,27.0,3.0,24.0,26.0,29.0,6.0,28.0,19.0,21.0,12.0,21.0,10.0,27.0,26.0
392,10,589.0,6.2,393.0,403.0,586.0,4731.0,50.0,9.0,7.8,451.0,1849.0,17.0,4.1,124.0,52.7,39.3,3.19,274.0,4.9,31.0,278.0,314.0,3041.0,23.0,19.0,5.3,360.0,1572.0,7.0,4.4,91.0,24.0,26.3,1.41,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,9.0,13.0,5.0,14.0,1.0,1.0,1.0,4.0,4.0,9.0,5.0,6.0,18.0,6.0,5.0,1.0,10.0,3.0,26.0,31.0,8.0,5.0
393,11,252.0,4.8,248.0,263.0,445.0,2634.0,12.0,14.0,5.6,448.0,1800.0,8.0,4.0,91.0,24.9,24.8,1.2,354.0,5.5,30.0,322.0,354.0,3814.0,19.0,18.0,6.4,454.0,1993.0,15.0,4.4,104.0,36.0,33.6,1.9,30.0,30.0,30.0,30.0,30.0,29.0,6.0,21.0,12.0,15.0,25.0,18.0,30.0,25.0,30.0,18.0,31.0,11.0,29.0,29.0,8.0,10.0,24.0,20.0,25.0,25.0,28.0,9.0,32.0,23.0
394,12,320.0,5.7,305.0,326.0,515.0,3584.0,21.0,15.0,6.6,429.0,1957.0,10.0,4.6,96.0,32.8,31.1,1.68,409.0,5.4,30.0,306.0,279.0,3094.0,25.0,14.0,6.3,501.0,2282.0,14.0,4.6,119.0,37.5,30.4,2.01,21.0,11.0,15.0,21.0,13.0,16.0,11.0,10.0,18.0,9.0,20.0,5.0,14.0,8.0,17.0,28.0,19.0,11.0,22.0,7.0,22.0,23.0,19.0,29.0,30.0,23.0,31.0,4.0,25.0,28.0
395,13,267.0,4.6,255.0,285.0,505.0,2735.0,19.0,17.0,5.1,451.0,1824.0,7.0,4.0,85.0,26.5,23.9,1.34,347.0,5.0,30.0,302.0,337.0,3426.0,22.0,14.0,6.1,472.0,1771.0,13.0,3.8,100.0,32.3,27.0,1.7,26.0,29.0,28.0,24.0,29.0,17.0,17.0,30.0,9.0,14.0,28.0,15.0,27.0,29.0,25.0,15.0,16.0,11.0,18.0,17.0,15.0,23.0,16.0,25.0,18.0,21.0,4.0,16.0,13.0,18.0
396,14,334.0,4.5,266.0,327.0,569.0,3362.0,18.0,21.0,5.5,423.0,1330.0,8.0,3.1,74.0,27.8,22.8,1.34,348.0,5.5,33.0,305.0,343.0,3708.0,19.0,16.0,6.4,454.0,1967.0,17.0,4.3,100.0,28.5,26.4,1.53,18.0,27.0,27.0,10.0,15.0,20.0,28.0,23.0,19.0,30.0,25.0,32.0,23.0,30.0,26.0,16.0,28.0,8.0,20.0,27.0,8.0,17.0,22.0,20.0,24.0,29.0,24.0,25.0,9.0,12.0
397,15,226.0,4.4,255.0,335.0,563.0,3181.0,17.0,20.0,5.1,383.0,1248.0,6.0,3.3,66.0,21.6,22.8,1.12,335.0,5.2,22.0,278.0,276.0,3022.0,17.0,14.0,6.1,481.0,2089.0,11.0,4.3,104.0,32.1,26.4,1.54,31.0,31.0,28.0,11.0,20.0,24.0,23.0,28.0,30.0,32.0,30.0,31.0,31.0,31.0,31.0,14.0,13.0,28.0,5.0,5.0,4.0,23.0,14.0,26.0,28.0,12.0,25.0,17.0,10.0,13.0
398,16,404.0,5.4,308.0,356.0,590.0,4065.0,32.0,24.0,6.6,402.0,1440.0,9.0,3.6,70.0,32.0,27.6,1.81,399.0,5.2,29.0,298.0,361.0,3716.0,26.0,18.0,6.1,407.0,1567.0,13.0,3.9,90.0,34.9,27.4,1.86,7.0,12.0,11.0,2.0,5.0,4.0,31.0,8.0,25.0,29.0,22.0,30.0,19.0,16.0,13.0,27.0,17.0,15.0,17.0,28.0,25.0,10.0,17.0,9.0,9.0,21.0,10.0,13.0,14.0,21.0
399,17,346.0,5.4,303.0,368.0,587.0,3878.0,19.0,22.0,6.0,324.0,1288.0,13.0,4.0,73.0,32.3,27.3,1.65,444.0,5.6,35.0,363.0,422.0,4131.0,32.0,17.0,6.5,448.0,1911.0,19.0,4.3,116.0,35.2,31.0,2.11,16.0,19.0,16.0,4.0,9.0,17.0,30.0,17.0,32.0,31.0,13.0,19.0,15.0,20.0,19.0,32.0,32.0,3.0,32.0,31.0,31.0,14.0,25.0,18.0,23.0,31.0,23.0,12.0,28.0,31.0
400,18,275.0,4.6,291.0,341.0,557.0,3035.0,13.0,14.0,5.1,446.0,1797.0,11.0,4.0,96.0,27.4,25.9,1.34,384.0,5.0,23.0,258.0,293.0,3557.0,27.0,17.0,6.8,446.0,1268.0,9.0,2.8,69.0,37.2,24.6,1.85,24.0,22.0,20.0,13.0,23.0,28.0,6.0,29.0,13.0,16.0,18.0,17.0,24.0,24.0,27.0,22.0,6.0,26.0,2.0,20.0,26.0,14.0,30.0,17.0,2.0,7.0,1.0,5.0,3.0,20.0
401,19,267.0,4.6,255.0,285.0,505.0,2735.0,19.0,17.0,5.1,451.0,1824.0,7.0,4.0,85.0,26.5,23.9,1.34,347.0,5.0,30.0,302.0,337.0,3426.0,22.0,14.0,6.1,472.0,1771.0,13.0,3.8,100.0,32.3,27.0,1.7,26.0,29.0,28.0,24.0,29.0,17.0,17.0,30.0,9.0,14.0,28.0,15.0,27.0,29.0,25.0,15.0,16.0,11.0,18.0,17.0,15.0,23.0,16.0,25.0,18.0,21.0,4.0,16.0,13.0,18.0
402,20,334.0,5.4,281.0,316.0,490.0,3357.0,18.0,8.0,6.4,449.0,1872.0,15.0,4.2,98.0,33.0,28.2,1.7,270.0,4.6,35.0,258.0,297.0,2725.0,18.0,16.0,5.2,454.0,1726.0,11.0,3.8,93.0,24.2,24.3,1.36,18.0,18.0,23.0,25.0,16.0,20.0,1.0,12.0,11.0,11.0,7.0,9.0,13.0,14.0,16.0,3.0,2.0,3.0,2.0,1.0,6.0,17.0,2.0,20.0,17.0,12.0,7.0,30.0,2.0,2.0
403,21,259.0,4.9,248.0,336.0,555.0,3293.0,18.0,15.0,5.5,385.0,1520.0,7.0,3.9,73.0,26.3,24.7,1.3,414.0,5.5,28.0,320.0,336.0,3655.0,27.0,16.0,6.5,481.0,2033.0,12.0,4.2,105.0,35.8,30.3,1.91,29.0,23.0,30.0,14.0,18.0,20.0,11.0,24.0,29.0,26.0,28.0,20.0,28.0,26.0,28.0,29.0,29.0,17.0,28.0,23.0,26.0,17.0,26.0,26.0,26.0,17.0,22.0,11.0,23.0,25.0
404,22,455.0,6.0,322.0,342.0,531.0,4105.0,36.0,19.0,7.4,419.0,1746.0,14.0,4.2,83.0,41.8,32.1,2.35,325.0,4.9,29.0,304.0,342.0,3409.0,19.0,19.0,5.4,381.0,1513.0,12.0,4.0,86.0,30.8,27.0,1.6,2.0,3.0,7.0,18.0,4.0,2.0,21.0,2.0,21.0,17.0,10.0,10.0,3.0,4.0,3.0,13.0,9.0,15.0,19.0,13.0,8.0,6.0,7.0,5.0,6.0,17.0,13.0,18.0,12.0,14.0
405,23,393.0,5.2,298.0,282.0,442.0,3071.0,34.0,14.0,6.3,511.0,2168.0,9.0,4.2,108.0,37.7,29.8,2.11,269.0,4.6,25.0,249.0,292.0,2824.0,22.0,11.0,4.9,361.0,1438.0,6.0,4.0,74.0,26.3,24.2,1.43,9.0,17.0,17.0,31.0,22.0,3.0,6.0,14.0,3.0,3.0,22.0,7.0,7.0,11.0,5.0,2.0,1.0,22.0,1.0,3.0,15.0,30.0,1.0,2.0,3.0,1.0,14.0,27.0,1.0,6.0
406,24,301.0,4.8,306.0,288.0,464.0,2878.0,9.0,17.0,5.8,543.0,2109.0,17.0,3.9,118.0,32.3,26.3,1.52,297.0,4.8,34.0,268.0,349.0,3187.0,21.0,22.0,5.2,369.0,1478.0,11.0,4.0,80.0,27.3,25.4,1.52,22.0,21.0,14.0,28.0,27.0,32.0,17.0,20.0,1.0,5.0,5.0,21.0,15.0,22.0,21.0,8.0,5.0,6.0,4.0,10.0,14.0,2.0,3.0,3.0,5.0,12.0,15.0,26.0,7.0,11.0
407,25,455.0,6.0,322.0,342.0,531.0,4105.0,36.0,19.0,7.4,419.0,1746.0,14.0,4.2,83.0,41.8,32.1,2.35,325.0,4.9,29.0,304.0,342.0,3409.0,19.0,19.0,5.4,381.0,1513.0,12.0,4.0,86.0,30.8,27.0,1.6,2.0,3.0,7.0,18.0,4.0,2.0,21.0,2.0,21.0,17.0,10.0,10.0,3.0,4.0,3.0,13.0,9.0,15.0,19.0,13.0,8.0,6.0,7.0,5.0,6.0,17.0,13.0,18.0,12.0,14.0
408,26,379.0,5.5,295.0,346.0,529.0,3751.0,24.0,21.0,6.8,417.0,1586.0,12.0,3.8,96.0,35.5,30.8,1.9,384.0,5.5,25.0,325.0,361.0,3682.0,25.0,11.0,6.4,417.0,1825.0,15.0,4.4,107.0,38.9,31.3,2.08,12.0,14.0,18.0,19.0,11.0,12.0,28.0,5.0,22.0,22.0,16.0,24.0,8.0,10.0,9.0,22.0,24.0,22.0,30.0,25.0,22.0,30.0,23.0,13.0,19.0,25.0,27.0,3.0,29.0,30.0
409,27,412.0,5.1,278.0,281.0,471.0,3005.0,22.0,16.0,6.1,485.0,2039.0,19.0,4.2,104.0,34.0,26.4,1.88,284.0,5.1,48.0,297.0,338.0,3412.0,20.0,30.0,5.7,416.0,1712.0,11.0,4.1,89.0,23.8,27.5,1.38,5.0,20.0,25.0,26.0,26.0,15.0,15.0,16.0,7.0,7.0,2.0,8.0,11.0,21.0,11.0,5.0,14.0,1.0,15.0,14.0,11.0,1.0,8.0,12.0,16.0,12.0,17.0,32.0,15.0,3.0
410,28,393.0,5.3,323.0,371.0,590.0,3964.0,30.0,13.0,6.3,430.0,1619.0,9.0,3.8,93.0,33.2,27.5,1.77,291.0,5.0,34.0,278.0,333.0,3505.0,15.0,20.0,5.7,422.0,1644.0,16.0,3.9,78.0,25.5,24.7,1.36,9.0,9.0,5.0,2.0,8.0,6.0,5.0,13.0,17.0,20.0,22.0,26.0,12.0,17.0,15.0,6.0,15.0,6.0,5.0,19.0,1.0,4.0,9.0,14.0,12.0,27.0,12.0,28.0,4.0,1.0
411,29,219.0,4.1,218.0,274.0,513.0,2320.0,15.0,17.0,4.1,357.0,1477.0,8.0,4.1,65.0,19.7,18.6,1.04,364.0,5.1,22.0,308.0,345.0,3643.0,24.0,12.0,6.3,504.0,1896.0,9.0,3.8,94.0,32.5,28.1,1.64,32.0,32.0,32.0,22.0,32.0,26.0,17.0,32.0,31.0,27.0,25.0,11.0,32.0,32.0,32.0,20.0,25.0,28.0,23.0,22.0,20.0,29.0,21.0,30.0,22.0,7.0,5.0,15.0,19.0,17.0
412,30,268.0,4.7,286.0,310.0,512.0,3014.0,15.0,19.0,5.3,446.0,1701.0,6.0,3.8,92.0,29.2,27.5,1.37,355.0,5.2,21.0,315.0,289.0,3154.0,18.0,15.0,6.3,517.0,2156.0,14.0,4.2,128.0,36.1,31.4,1.84,25.0,26.0,21.0,23.0,25.0,26.0,21.0,26.0,13.0,19.0,30.0,23.0,21.0,18.0,24.0,19.0,18.0,31.0,25.0,9.0,6.0,20.0,20.0,31.0,29.0,23.0,20.0,8.0,30.0,19.0
413,31,373.0,5.1,321.0,302.0,544.0,3154.0,23.0,20.0,5.5,469.0,2148.0,15.0,4.6,119.0,32.3,28.1,1.77,351.0,5.0,25.0,288.0,306.0,3317.0,24.0,15.0,5.8,408.0,1563.0,12.0,3.8,83.0,29.5,25.2,1.63,14.0,16.0,8.0,17.0,21.0,14.0,23.0,22.0,8.0,4.0,7.0,4.0,15.0,15.0,14.0,17.0,7.0,22.0,10.0,11.0,20.0,20.0,10.0,10.0,8.0,17.0,9.0,21.0,5.0,16.0
414,1,168.0,4.2,243.0,263.0,483.0,2420.0,7.0,24.0,4.4,394.0,1519.0,5.0,3.9,73.0,16.7,21.6,0.77,332.0,4.6,23.0,267.0,245.0,2413.0,17.0,18.0,5.4,542.0,2144.0,15.0,4.0,107.0,33.3,24.0,1.68,32.0,32.0,29.0,22.0,31.0,32.0,31.0,32.0,30.0,29.0,32.0,22.0,32.0,32.0,32.0,18.0,3.0,27.0,6.0,1.0,7.0,10.0,5.0,32.0,25.0,23.0,12.0,9.0,3.0,18.0
415,2,305.0,5.1,290.0,372.0,596.0,3820.0,21.0,22.0,5.8,304.0,1129.0,9.0,3.7,53.0,31.9,26.7,1.61,398.0,5.4,30.0,319.0,339.0,3520.0,22.0,12.0,6.5,492.0,2010.0,18.0,4.1,111.0,37.8,29.9,2.0,21.0,22.0,18.0,2.0,7.0,13.0,27.0,18.0,32.0,32.0,23.0,27.0,14.0,18.0,17.0,30.0,28.0,10.0,27.0,25.0,20.0,25.0,29.0,26.0,21.0,27.0,15.0,4.0,25.0,27.0
416,3,238.0,4.5,250.0,318.0,512.0,2898.0,15.0,25.0,5.1,372.0,1335.0,7.0,3.6,72.0,22.9,22.5,1.15,356.0,5.3,27.0,303.0,283.0,3242.0,20.0,18.0,6.2,514.0,2273.0,14.0,4.4,107.0,31.1,28.5,1.64,30.0,31.0,28.0,18.0,23.0,27.0,32.0,30.0,31.0,31.0,28.0,29.0,30.0,31.0,30.0,22.0,27.0,18.0,20.0,15.0,14.0,10.0,20.0,30.0,29.0,17.0,23.0,17.0,19.0,16.0
417,4,211.0,4.4,237.0,296.0,535.0,2798.0,14.0,18.0,4.9,404.0,1523.0,6.0,3.8,82.0,19.5,22.7,1.01,353.0,5.2,20.0,300.0,301.0,3354.0,26.0,11.0,6.5,497.0,1917.0,11.0,3.9,108.0,31.7,28.2,1.75,31.0,29.0,31.0,11.0,26.0,28.0,19.0,31.0,28.0,28.0,31.0,24.0,31.0,30.0,31.0,21.0,17.0,30.0,18.0,19.0,30.0,28.0,27.0,28.0,17.0,9.0,7.0,16.0,17.0,21.0
418,5,314.0,5.0,298.0,322.0,545.0,3662.0,17.0,17.0,6.3,419.0,1338.0,12.0,3.2,84.0,32.2,28.1,1.62,389.0,5.5,33.0,331.0,321.0,3694.0,21.0,16.0,6.6,458.0,1897.0,16.0,4.1,114.0,37.6,30.6,1.94,19.0,18.0,15.0,7.0,10.0,22.0,17.0,9.0,26.0,30.0,18.0,32.0,13.0,13.0,15.0,29.0,29.0,5.0,31.0,30.0,16.0,17.0,30.0,18.0,16.0,25.0,18.0,5.0,28.0,25.0
419,6,307.0,5.4,295.0,274.0,470.0,3027.0,19.0,10.0,6.2,490.0,2216.0,13.0,4.5,123.0,30.2,29.2,1.62,376.0,5.7,12.0,301.0,289.0,3491.0,30.0,6.0,6.9,492.0,2197.0,9.0,4.5,104.0,38.5,31.8,2.03,20.0,13.0,16.0,24.0,21.0,17.0,5.0,10.0,8.0,4.0,14.0,8.0,19.0,8.0,16.0,27.0,31.0,32.0,19.0,23.0,32.0,32.0,32.0,26.0,27.0,4.0,25.0,2.0,30.0,28.0
420,7,282.0,4.8,272.0,332.0,540.0,3123.0,13.0,20.0,5.4,442.0,1820.0,12.0,4.1,87.0,23.9,25.1,1.24,327.0,4.9,36.0,272.0,355.0,3818.0,15.0,21.0,6.1,348.0,985.0,9.0,2.8,53.0,30.2,25.0,1.41,26.0,23.0,26.0,9.0,18.0,30.0,25.0,26.0,17.0,16.0,18.0,14.0,29.0,27.0,29.0,14.0,8.0,3.0,10.0,31.0,4.0,5.0,18.0,1.0,1.0,4.0,1.0,19.0,7.0,5.0
421,8,292.0,5.3,287.0,222.0,416.0,2371.0,21.0,15.0,5.1,537.0,2939.0,9.0,5.5,134.0,28.8,28.8,1.52,328.0,5.4,26.0,313.0,321.0,3668.0,20.0,12.0,6.6,442.0,1657.0,14.0,3.7,97.0,31.8,29.7,1.72,25.0,12.0,20.0,32.0,32.0,13.0,14.0,29.0,1.0,1.0,23.0,1.0,22.0,10.0,21.0,15.0,22.0,21.0,23.0,29.0,14.0,25.0,31.0,12.0,9.0,17.0,6.0,14.0,24.0,20.0
422,9,260.0,4.8,281.0,342.0,591.0,3287.0,16.0,19.0,5.2,402.0,1673.0,7.0,4.2,82.0,25.8,26.0,1.26,283.0,4.6,27.0,267.0,279.0,3007.0,22.0,8.0,5.5,461.0,1618.0,7.0,3.5,72.0,27.1,24.5,1.43,29.0,20.0,24.0,4.0,13.0,25.0,23.0,28.0,29.0,22.0,28.0,13.0,27.0,21.0,28.0,5.0,4.0,18.0,6.0,5.0,20.0,31.0,8.0,20.0,8.0,2.0,5.0,27.0,6.0,6.0
423,10,267.0,4.7,282.0,329.0,481.0,2778.0,14.0,13.0,5.3,431.0,1685.0,13.0,3.9,106.0,27.2,26.4,1.46,366.0,5.5,22.0,312.0,328.0,3444.0,22.0,11.0,6.5,446.0,1956.0,16.0,4.4,115.0,37.5,32.1,2.03,28.0,28.0,22.0,23.0,27.0,28.0,8.0,27.0,21.0,21.0,14.0,20.0,24.0,19.0,23.0,25.0,24.0,28.0,21.0,22.0,20.0,28.0,24.0,13.0,20.0,25.0,22.0,7.0,31.0,29.0
424,11,298.0,5.3,243.0,257.0,444.0,2685.0,16.0,16.0,5.6,438.0,2172.0,12.0,5.0,97.0,30.2,25.7,1.5,412.0,5.4,27.0,326.0,331.0,3571.0,25.0,14.0,6.5,473.0,1936.0,18.0,4.1,107.0,39.0,29.4,2.09,24.0,26.0,29.0,30.0,29.0,25.0,15.0,22.0,19.0,6.0,18.0,2.0,20.0,23.0,22.0,32.0,26.0,18.0,29.0,26.0,27.0,22.0,25.0,22.0,19.0,27.0,16.0,1.0,23.0,32.0
425,12,300.0,4.8,234.0,268.0,431.0,2719.0,19.0,14.0,5.7,420.0,1552.0,9.0,3.7,82.0,27.4,22.8,1.42,311.0,5.1,24.0,298.0,324.0,3019.0,18.0,13.0,5.5,476.0,2254.0,14.0,4.7,117.0,28.9,28.1,1.55,23.0,30.0,32.0,31.0,28.0,17.0,11.0,21.0,25.0,27.0,23.0,28.0,23.0,29.0,24.0,10.0,18.0,25.0,16.0,7.0,9.0,24.0,6.0,23.0,28.0,17.0,29.0,22.0,14.0,12.0
426,13,367.0,5.4,332.0,371.0,592.0,3962.0,24.0,8.0,6.2,424.0,1805.0,13.0,4.3,94.0,37.7,31.4,1.94,381.0,5.6,32.0,313.0,266.0,3035.0,21.0,17.0,6.3,477.0,2327.0,21.0,4.9,121.0,34.7,30.5,1.99,10.0,6.0,3.0,3.0,4.0,8.0,1.0,11.0,23.0,17.0,14.0,10.0,4.0,5.0,8.0,28.0,23.0,7.0,23.0,8.0,16.0,13.0,22.0,24.0,31.0,32.0,30.0,8.0,27.0,26.0
427,14,316.0,4.8,289.0,313.0,488.0,3153.0,17.0,16.0,6.0,491.0,1738.0,15.0,3.5,99.0,31.8,27.7,1.68,295.0,5.2,25.0,312.0,316.0,3222.0,19.0,16.0,5.7,453.0,2084.0,14.0,4.6,111.0,28.0,29.1,1.57,18.0,25.0,19.0,21.0,17.0,22.0,15.0,16.0,7.0,20.0,9.0,30.0,15.0,15.0,14.0,6.0,20.0,24.0,21.0,14.0,12.0,17.0,11.0,17.0,24.0,17.0,27.0,25.0,21.0,14.0
428,15,353.0,5.5,327.0,312.0,523.0,3733.0,23.0,23.0,6.5,469.0,1992.0,16.0,4.2,100.0,31.4,30.3,1.77,315.0,4.9,29.0,269.0,319.0,3393.0,21.0,20.0,6.0,408.0,1412.0,9.0,3.5,72.0,27.7,25.6,1.49,12.0,7.0,6.0,14.0,9.0,12.0,30.0,7.0,14.0,10.0,8.0,11.0,16.0,7.0,12.0,11.0,9.0,13.0,9.0,20.0,16.0,6.0,16.0,6.0,3.0,4.0,3.0,26.0,10.0,7.0
429,16,301.0,5.0,301.0,350.0,630.0,3795.0,18.0,18.0,5.8,431.0,1663.0,9.0,3.9,93.0,26.6,27.3,1.34,366.0,5.1,33.0,291.0,286.0,3309.0,25.0,23.0,5.9,441.0,1825.0,12.0,4.1,95.0,31.8,25.5,1.71,22.0,9.0,13.0,1.0,8.0,20.0,19.0,17.0,21.0,23.0,23.0,21.0,26.0,17.0,26.0,25.0,12.0,5.0,13.0,17.0,27.0,3.0,14.0,10.0,13.0,11.0,17.0,15.0,9.0,19.0
430,17,319.0,5.1,285.0,256.0,454.0,2799.0,20.0,18.0,5.8,488.0,2152.0,12.0,4.4,106.0,30.7,25.7,1.59,305.0,5.1,30.0,291.0,327.0,3407.0,13.0,17.0,5.9,446.0,1813.0,13.0,4.1,97.0,32.6,28.3,1.54,17.0,21.0,21.0,26.0,25.0,16.0,19.0,19.0,9.0,8.0,18.0,9.0,18.0,24.0,20.0,8.0,14.0,10.0,13.0,21.0,3.0,13.0,15.0,13.0,12.0,15.0,14.0,11.0,18.0,10.0
431,18,373.0,5.5,313.0,327.0,523.0,3833.0,28.0,13.0,6.9,435.0,1629.0,14.0,3.7,88.0,35.6,29.0,1.96,331.0,5.5,31.0,337.0,349.0,3818.0,24.0,19.0,6.5,448.0,1863.0,15.0,4.2,109.0,30.6,30.5,1.76,8.0,8.0,8.0,14.0,6.0,3.0,8.0,5.0,20.0,26.0,11.0,25.0,6.0,9.0,7.0,17.0,30.0,8.0,32.0,31.0,25.0,8.0,26.0,15.0,15.0,23.0,19.0,18.0,26.0,22.0
